"","analysis_type","analysis_var","analysis_var_value","group_var","group_var_value","stat","stat_low","stat_upp","n","n_total","n_w","n_w_total","analysis_key"
"148.120","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0703-Harim %/% Girls",0.89613414785374,0.840072087938654,0.952196207768826,235,275,625.248528216457,697.717556812158,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0703-Harim -/- child_gender_d %/% Girls"
"148.121","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0704-Jisr-Ash-Shugur %/% Boys",0.0636492911081468,0.0258160785187869,0.101482503697507,11,151,7.3750954758142,115.870818785446,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0704-Jisr-Ash-Shugur -/- child_gender_d %/% Boys"
"148.122","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0704-Jisr-Ash-Shugur %/% Boys",0.936350708891853,0.898517496302493,0.974183921481213,140,151,108.495723309632,115.870818785446,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0704-Jisr-Ash-Shugur -/- child_gender_d %/% Boys"
"148.123","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0704-Jisr-Ash-Shugur %/% Girls",0.0797477019667922,0.0352394345250483,0.124255969408536,12,153,9.14639871953942,114.691690092187,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0704-Jisr-Ash-Shugur -/- child_gender_d %/% Girls"
"148.124","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0704-Jisr-Ash-Shugur %/% Girls",0.920252298033208,0.875744030591464,0.964760565474952,141,153,105.545291372648,114.691690092187,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0704-Jisr-Ash-Shugur -/- child_gender_d %/% Girls"
"148.125","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0705-Ariha %/% Boys",0.106911156989013,0.0449885259092237,0.168833788068801,12,130,6.90723610974029,64.6072524540181,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0705-Ariha -/- child_gender_d %/% Boys"
"148.126","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0705-Ariha %/% Boys",0.893088843010987,0.831166211931198,0.955011474090776,118,130,57.7000163442778,64.6072524540181,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0705-Ariha -/- child_gender_d %/% Boys"
"148.127","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0705-Ariha %/% Girls",0.0959328804546611,0.0336516597600613,0.158214101149261,10,117,5.22449038738553,54.4598511232515,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0705-Ariha -/- child_gender_d %/% Girls"
"148.128","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0705-Ariha %/% Girls",0.904067119545339,0.841785898850739,0.966348340239939,107,117,49.235360735866,54.4598511232515,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0705-Ariha -/- child_gender_d %/% Girls"
"148.129","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0800-Al-Hasakeh %/% Boys",0.340429304041046,0.267377307522142,0.41348130055995,122,332,98.4703042347928,289.253313583487,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0800-Al-Hasakeh -/- child_gender_d %/% Boys"
"148.130","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0800-Al-Hasakeh %/% Boys",0.659570695958954,0.58651869944005,0.732622692477858,210,332,190.783009348694,289.253313583487,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0800-Al-Hasakeh -/- child_gender_d %/% Boys"
"148.131","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0800-Al-Hasakeh %/% Girls",0.318518579705874,0.254367644728927,0.382669514682821,145,364,91.5746088034416,287.501623572488,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0800-Al-Hasakeh -/- child_gender_d %/% Girls"
"148.132","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0800-Al-Hasakeh %/% Girls",0.681481420294126,0.617330485317179,0.745632355271073,219,364,195.927014769046,287.501623572488,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0800-Al-Hasakeh -/- child_gender_d %/% Girls"
"148.133","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0802-Quamishli %/% Boys",0.154877525500091,0.0897340931898621,0.22002095781032,38,148,22.837976292885,147.458297897919,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0802-Quamishli -/- child_gender_d %/% Boys"
"148.134","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0802-Quamishli %/% Boys",0.845122474499909,0.77997904218968,0.910265906810138,110,148,124.620321605034,147.458297897919,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0802-Quamishli -/- child_gender_d %/% Boys"
"148.135","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0802-Quamishli %/% Girls",0.119489556475321,0.0497425783874622,0.189236534563179,23,127,16.1540274049054,135.191960547965,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0802-Quamishli -/- child_gender_d %/% Girls"
"148.136","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0802-Quamishli %/% Girls",0.880510443524679,0.810763465436821,0.950257421612538,104,127,119.03793314306,135.191960547965,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0802-Quamishli -/- child_gender_d %/% Girls"
"148.137","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0803-Al-Malikeyyeh %/% Boys",0.166220588997548,0.0921414378398588,0.240299740155237,21,120,11.5453455863435,69.4579754287467,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0803-Al-Malikeyyeh -/- child_gender_d %/% Boys"
"148.138","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0803-Al-Malikeyyeh %/% Boys",0.833779411002452,0.759700259844763,0.907858562160141,99,120,57.9126298424033,69.4579754287467,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0803-Al-Malikeyyeh -/- child_gender_d %/% Boys"
"148.139","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0803-Al-Malikeyyeh %/% Girls",0.204475826651769,0.11468652463986,0.294265128663677,20,107,12.7175851732457,62.196032565279,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0803-Al-Malikeyyeh -/- child_gender_d %/% Girls"
"148.140","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0803-Al-Malikeyyeh %/% Girls",0.795524173348231,0.705734871336323,0.88531347536014,87,107,49.4784473920332,62.196032565279,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0803-Al-Malikeyyeh -/- child_gender_d %/% Girls"
"148.141","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0804-Ras Al Ain %/% Boys",0.180399959302176,0.102629856009397,0.258170062594954,17,94,6.84036620323605,37.917781299375,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0804-Ras Al Ain -/- child_gender_d %/% Boys"
"148.142","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0804-Ras Al Ain %/% Boys",0.819600040697824,0.741829937405046,0.897370143990603,77,94,31.077415096139,37.917781299375,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0804-Ras Al Ain -/- child_gender_d %/% Boys"
"148.143","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0804-Ras Al Ain %/% Girls",0.27857417838295,0.179198693783717,0.377949662982184,22,78,8.63989183273159,31.014690172951,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0804-Ras Al Ain -/- child_gender_d %/% Girls"
"148.144","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0804-Ras Al Ain %/% Girls",0.72142582161705,0.622050337017816,0.820801306216283,56,78,22.3747983402194,31.014690172951,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0804-Ras Al Ain -/- child_gender_d %/% Girls"
"148.145","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0901-Deir-ez-Zor %/% Boys",0.445245111740994,0.37357599677116,0.516914226710828,121,245,60.3260659293328,135.489563699973,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0901-Deir-ez-Zor -/- child_gender_d %/% Boys"
"148.146","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0901-Deir-ez-Zor %/% Boys",0.554754888259006,0.483085773289172,0.62642400322884,124,245,75.1634977706398,135.489563699973,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0901-Deir-ez-Zor -/- child_gender_d %/% Boys"
"148.147","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0901-Deir-ez-Zor %/% Girls",0.50119839900761,0.424234695583487,0.578162102431732,127,224,61.3135555667419,122.33390148122,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0901-Deir-ez-Zor -/- child_gender_d %/% Girls"
"148.148","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0901-Deir-ez-Zor %/% Girls",0.49880160099239,0.421837897568268,0.575765304416513,97,224,61.0203459144776,122.33390148122,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0901-Deir-ez-Zor -/- child_gender_d %/% Girls"
"148.149","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0902-Abu Kamal %/% Boys",0.174799618708163,0.0943413942599711,0.255257843156356,16,100,9.50201715828442,54.3594844686046,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0902-Abu Kamal -/- child_gender_d %/% Boys"
"148.150","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0902-Abu Kamal %/% Boys",0.825200381291837,0.744742156843644,0.905658605740029,84,100,44.8574673103202,54.3594844686046,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0902-Abu Kamal -/- child_gender_d %/% Boys"
"148.151","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0902-Abu Kamal %/% Girls",0.237631802433432,0.164933001301573,0.310330603565291,34,155,19.0220736097847,80.0485179803044,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0902-Abu Kamal -/- child_gender_d %/% Girls"
"148.152","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0902-Abu Kamal %/% Girls",0.762368197566568,0.689669396434709,0.835066998698427,121,155,61.0264443705197,80.0485179803044,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0902-Abu Kamal -/- child_gender_d %/% Girls"
"148.153","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0903-Al Mayadin %/% Boys",0.130611333498085,0.0551410196955888,0.206081647300581,10,77,3.15014794267649,24.1184884826452,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0903-Al Mayadin -/- child_gender_d %/% Boys"
"148.154","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0903-Al Mayadin %/% Boys",0.869388666501915,0.793918352699418,0.944858980304411,67,77,20.9683405399687,24.1184884826452,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0903-Al Mayadin -/- child_gender_d %/% Boys"
"148.155","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0903-Al Mayadin %/% Girls",0.178323786354379,0.0904446715785451,0.266202901130213,13,73,4.07176242318773,22.8335350343896,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0903-Al Mayadin -/- child_gender_d %/% Girls"
"148.156","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0903-Al Mayadin %/% Girls",0.821676213645621,0.733797098869787,0.909555328421455,60,73,18.7617726112019,22.8335350343896,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0903-Al Mayadin -/- child_gender_d %/% Girls"
"148.157","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY1101-Ar-Raqqa %/% Boys",0.240461429836039,0.164643311227662,0.316279548444416,59,233,65.8741856618228,273.949072442677,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY1101-Ar-Raqqa -/- child_gender_d %/% Boys"
"148.158","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY1101-Ar-Raqqa %/% Boys",0.759538570163961,0.683720451555584,0.835356688772338,174,233,208.074886780855,273.949072442677,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY1101-Ar-Raqqa -/- child_gender_d %/% Boys"
